status,title,publication_date,product_type_specific,author_last_name,author_first_name,related_resource
Reserved,LRO MOON MINI-RF 2/3/5 BISTATIC RADAR V3.0,2019-12-13,PDS3 Dataset,Santo,Andrew,LRO-L-MRFLRO-2/3/5-BISTATIC-V3.0
